,time,id,like,text
263,Tue Nov 30 23:58:37 +0000 2021,1465832673470042117,0,"@TheRightMelissa @FaceTheNation VINEET MENACHERY, the chimeric virus designer in the collaborated paper, ""We chose a mouse-adapted strain for the backbone  and what surprised us was that the SARS-like CoV spikes, WIV1 and SHC014, which were isolated from bats, caused robust disease.""https://t.co/KuZ6ynMgUk"
264,Tue Nov 30 23:58:37 +0000 2021,1465832672517787654,0,mj never caught covid /s https://t.co/h1LnBEXf6O
265,Tue Nov 30 23:58:37 +0000 2021,1465832671725031425,0,"@noplaceforsheep There all a bit focused on the online trolls whipped out graphics for it quick, took them ages to do that for Covid"
266,Tue Nov 30 23:58:37 +0000 2021,1465832670764486656,0,"When whole world is worrying about the new covid variant, Punjab government is keep on digging their own grave. No covid rules, political rallies on peak."
267,Tue Nov 30 23:58:36 +0000 2021,1465832668998905858,1,Fernanda Giulietti graduated in Fine Arts from Unicamp and is now art coordinator at the Image Department at Folha de S. Paulo. Her talk at Famous Friends is about how the coronavirus spread in the headlines of the newspaper in 2020. RSVP in the link: https://t.co/Rj7iB7AAc6
268,Tue Nov 30 23:58:36 +0000 2021,1465832668692566020,0,S&amp;P/TSX composite down more than 480 points amid renewed COVID-19 variant fears https://t.co/Sa2vCMi9E6
269,Tue Nov 30 23:58:36 +0000 2021,1465832668600635392,1,@ProfJNMoyo @zimlive @edmnangagwa Now I know why guys were outsmarted by ED and the General. You have no foresight. Have you checked Zim s covid stats lately ? They going up.  Festive season is upon us we expect influx of returning residents and with that a surge in numbers. Abnormal  times call for such
270,Tue Nov 30 23:58:36 +0000 2021,1465832667161653249,0,"@Clumpassion @blogboynick @Jasonwalls92 No doubt. Similarly many wore masks without a mandate. The biggest difference now is vaccination rates, but of course that doesn’t account for under 12s who won’t be vaccinated until ~March (as well as breakthrough infections)."
271,Tue Nov 30 23:58:36 +0000 2021,1465832666142429186,0,A boy scared to get his COVID shot whispered his high-risk friend's name for courage https://t.co/G3UUq32Voz https://t.co/RTmWMOpXig
272,Tue Nov 30 23:58:35 +0000 2021,1465832664003448847,0,Fantastic  https://t.co/aOtidfI5Jc
273,Tue Nov 30 23:58:34 +0000 2021,1465832659725299719,0,"First time in 2 years, I'm under the weather. Fortunately its not covid. Still annoying though!!"
274,Tue Nov 30 23:58:34 +0000 2021,1465832657850224646,0,"@ES53069807 @sibanyoni_mt @BNODesk A traditional vaccination that is local and just causes an immune response when it reaches the lymph node, the mRNA vaccine goes anywhere in the body, cuts into your cell membranes and then enters your cell with a laboratory made RNA strand,"
275,Tue Nov 30 23:58:34 +0000 2021,1465832657648902153,0,Fort Worth Opens New COVID-19 Vaccine Site as Drive-Thru Location Closes https://t.co/v7KQvZxEQ4 https://t.co/so0HdRvGvj
276,Tue Nov 30 23:58:34 +0000 2021,1465832657414234114,0,Omicron symptoms: What to look out for as doctor says new Covid variant completely different to Delta | The Independent https://t.co/tO5GcOsF4T
277,Tue Nov 30 23:58:33 +0000 2021,1465832656264843267,1,"On Nov 16th, Pfizer submitted its application for emergency use authorization (EUA) to the FDA. Given that drug development typically takes a decade we are fortunate that prior research and the 2003 SARS pandemic gave us a head start. 31/n https://t.co/zSNEBREIhc"
278,Tue Nov 30 23:58:33 +0000 2021,1465832655958773760,0,My sister who made it a point to repeatedly talk shit to me on Thanksgiving for not being vaccinated just tested positive for Covid.... AGAIN. Cant make this shit up lmaooo 🐑
279,Tue Nov 30 23:58:33 +0000 2021,1465832654247448580,2,@NotSoLittleC @CTweakThorne (I do these for the Office for National Statistics once a month for the Covid Infection survey. I hate it. But this is how I’ve had success!)
280,Tue Nov 30 23:58:33 +0000 2021,1465832654163509251,0,"Finally, we demonstrated functionalization of these constructs with (1) a hexameric array of peptide-binding SH2 domains, and (2) a trimeric array of anti-SARS CoV-2 VHH domains"""
281,Tue Nov 30 23:58:33 +0000 2021,1465832654016765954,6,@wolfe_hips @wfaa So when someone dies from COVID…they actually didn’t die from COVID. But when someone dies within a year of getting the COVID vaccine…they died from the COVID vaccine. Y’all make no sense. If a person dieS from COVID…that means THEY DIED FROM COVID.
282,Tue Nov 30 23:58:33 +0000 2021,1465832653526085632,0,Biden Tries to Reassure on COVID as He Sells Spending Plan https://t.co/DlIsAmXzTE
283,Tue Nov 30 23:58:33 +0000 2021,1465832653299531780,0,"@Saidaioujou I wish, it’s a new variant of Covid."
284,Tue Nov 30 23:58:32 +0000 2021,1465832649440772096,0,"@tnhousegop Covid-19 approves of this message. 17,000 dead Tennesseans are less enthused."
285,Tue Nov 30 23:58:31 +0000 2021,1465832648228712455,0,@__Stoner__ @JoeyThornhill And he played like a top tier QB. And sure Bakers the reason HUE got fired lol. Kitchens was nowhere near ready to be a head coach. The only HEALTHY year he had a quality stable coaching staff he played like a top 10 QB his first yr in a system he learned remotely due to Covid.
286,Tue Nov 30 23:58:31 +0000 2021,1465832645716230150,1,@myhawksperch You tip them to go away lol covid rules stand back jack
287,Tue Nov 30 23:58:31 +0000 2021,1465832644999098379,0,@DrEricDing Is the Moderna statement not premature? (Struggle against omicron) Scientists say it will take about 3 weeks before it is known how the heavily mutated variant impacts on the effectiveness of vaccines. https://t.co/MXBXVQmTE8
288,Tue Nov 30 23:58:30 +0000 2021,1465832643082153986,0,Canada to ask air arrivals to take COVID tests except on U.S. flights https://t.co/OK71T96ylI
289,Tue Nov 30 23:58:30 +0000 2021,1465832642813652992,8,"The public has not been informed or educated about the seriously debilitating, long lasting symptoms and illness that many people are experiencing even after a mild or asymptomatic case of COVID. They only talk about survival rates and believe death is the only negative outcome. https://t.co/xSaYGHW19T"
290,Tue Nov 30 23:58:30 +0000 2021,1465832642448928768,15,"He fcked around and found out.. Marcus Lamb, anti-COVID vaccine Christian broadcaster, dies at 64.. https://t.co/suemvWmNbK"
291,Tue Nov 30 23:58:30 +0000 2021,1465832642209796102,6,"@emily_fri Think of it like this-can a patient walk into your office with no appointment and demand to be seen right now?Can your office give on demand vaxxes with no appt?Perhaps if pharmacists had some help in retail,they could do that.But they also need to fill Rxs,do COVID testing,etc."
292,Tue Nov 30 23:58:30 +0000 2021,1465832642100617219,2,@L0C04ITZY EVERYONE SAY FUCK COVID — 🍄
293,Tue Nov 30 23:58:30 +0000 2021,1465832641039638528,0,I already couldn't sleep and now we find out Bron might have COVID. When does the suffering end I have to ask? https://t.co/IM8Mn2E1oS
294,Tue Nov 30 23:58:30 +0000 2021,1465832640536141829,1,"@Nomi60807820 @maggie_bomber I heard second hand that a business called the WA covid hotline for something in writing as an employee requested it before getting forced jab, and they did not have anything they could give out! This info is to be confirmed, but it would not surprise me with the tactics."
295,Tue Nov 30 23:58:29 +0000 2021,1465832640326602764,0,"@TurnerJoy @sweetiebabes08 @Nightmusics @JesseRodriguez @Serienya Yes federal aid is higher for COVID than influenza. Depending on how bad the COVID infection 13k-35k, influenza is about half the cost for similar care, according to Medicare payments."
296,Tue Nov 30 23:58:29 +0000 2021,1465832640179802119,0,@ShamsCharania How much time he is out if he hasn’t covid?
297,Tue Nov 30 23:58:29 +0000 2021,1465832639697506307,0,FDA advisers vote to recommend authorization of COVID-19 pill from Merck https://t.co/v0xSyWsR6e
298,Tue Nov 30 23:58:29 +0000 2021,1465832638921383936,0,@HeelBusiness I’m no fan but Chris Cuomo did have a nasty case of covid - he wasn’t faking it. Keepin it real
299,Tue Nov 30 23:58:29 +0000 2021,1465832637528956931,1,@DrV_Ll_Es @EmilyOlive6 card please! uni is only allowing contactless payments due to covid ☺ x
300,Tue Nov 30 23:58:29 +0000 2021,1465832637159911429,0,#news #business#technology #health #kids #covid #omicron exactly no need to panic https://t.co/29kJ0d1Hkw
301,Tue Nov 30 23:58:28 +0000 2021,1465832636035866630,0,@Sylvie26804002 Because nearly 100% of covid patients in hospitals are unvaccinated.  This link provides a lot of info out there and it breaks down the % of vaccinated vs unvaccinated hospitalized at various dates.  https://t.co/xGkR9YaBCH
302,Tue Nov 30 23:58:28 +0000 2021,1465832634622394379,150,You have absolutely no understanding of what it takes to make the television shows you consume like a mindless imp if you think covid agents are useless on set https://t.co/j85sisM0AQ
303,Tue Nov 30 23:58:28 +0000 2021,1465832634089496580,1,"@MarkCongressGA7 @LisaMarieBoothe CoVid is bad for the economy, national security and human life"
304,Tue Nov 30 23:58:27 +0000 2021,1465832630662963206,0,"We became a #PinewoodPride family just months before COVID shut everything down (and last minute cancelled a spring program) in March 2020, so — almost unbelievably — this is our first “event” as a Pinewood family! So excited to see our favorite fourth grader shine on stage. ⭐️ https://t.co/uKuMrxYfwZ"
305,Tue Nov 30 23:58:27 +0000 2021,1465832629190774788,1,"The Winter issue of @SfAAnthro's Human Organization, provides a breadth of anthropological perspectives on the ongoing pandemic. A Protracted Pandemic: Anthropological Responses to the Ongoing COVID-19 Crisis https://t.co/AgHAWeyOLi"
306,Tue Nov 30 23:58:27 +0000 2021,1465832628603408385,0,They never want it to end. Forever control over your life.   #COVID19 #Covid_19 #Covid https://t.co/in6qKe6Ycx
307,Tue Nov 30 23:58:26 +0000 2021,1465832627391270915,29,"I'm with Charlie. I'm vaccinated and boosted and trying to live a normal life. Anti-Covid measures are a much, much bigger worry for me at the moment than Covid. https://t.co/NoqdOfJMhs"
308,Tue Nov 30 23:58:26 +0000 2021,1465832627303239681,2,@itosettiMD_MBA Meanwhile @Swissmedic_ still reviewing the file while thousands of Swiss based children get infected daily of which 10% will get long Covid
309,Tue Nov 30 23:58:26 +0000 2021,1465832625864589317,0,@SenCottonRBLX on Fox you're railing about Democrats being cause of supply chain issues. Apparently you don't realize that the country almost collapsed under Trump due to Covid which he lied and covered up - his interviews with Bob Woodward. Worse than supply chain 1/
310,Tue Nov 30 23:58:26 +0000 2021,1465832624975400968,0,@UK_Centrist @TheraseWeeks If you want across from Buffalo to Canada you need like $4000 to be able to pay for a possible quarantine hotel and the coronavirus test there’s no poor people crossing the border
311,Tue Nov 30 23:58:26 +0000 2021,1465832623746519046,1,Happy Holidays to the one ☝️ who doesn’t believe there’s a #Jesus. Jesus Loves you just the same. Still find time for him. He’s behind every #Scene. We couldn’t survive COVID-19 if it wasn’t for JESUS. 🇯🇲🙏🏾🇺🇸✍🏽🕯🕊🕊🕊✍🏽 😷 🕊 #JESUSISMYPWOWPWOW 📖✍🏽
312,Tue Nov 30 23:58:24 +0000 2021,1465832618944081927,3,This is also why Trump wanted people to pretend COVID was no big deal in the U.S. while blaming China. He cared more about appearances and personal vendettas than lives. https://t.co/MfKNfCccSO
313,Tue Nov 30 23:58:24 +0000 2021,1465832618050539522,6,Evidence from South Africa continues to build.  Omicron is not a mild version of Covid. https://t.co/qHil4TgK4B
314,Tue Nov 30 23:58:23 +0000 2021,1465832613738733572,1,@LakerCentral365 Never watched lebron live. And the one gane I go to he in covid protocol
315,Tue Nov 30 23:58:22 +0000 2021,1465832611096543239,33,"NEW - Washington Post reports that U.S president Biden plans to announce Thursday that the U.S ""Will require everyone entering the country to be tested one day before boarding flights, regardless of their vaccination status or country of departure."" https://t.co/du8aw9lsJU"
316,Tue Nov 30 23:58:22 +0000 2021,1465832608668000267,3,@cispt2 Welcome to the triple-Pfizer club!
317,Tue Nov 30 23:58:21 +0000 2021,1465832604494704640,34,"Health Minister Dr Christopher Tufton says 50,000 doses of the Pfizer vaccine will be made available to the general public beginning Wednesday.  Read more: https://t.co/9QUhkkzwl4 https://t.co/axMDmoVG9b"
318,Tue Nov 30 23:58:21 +0000 2021,1465832603366350852,1,@keithamccluskey @amcelha3 @JohnDublin10 @CrispyCX @4Clearsky @jimdtweet @Kenneth72712993 @Moderna5G_666 @sandcastle1975 @IngersolRobert @OscarsWild1 @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @BigRakaDoc @chimera414 @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @DawnTJ90 @Gordon_DHG @EricWil06256732 @wildweatherdan @robhon_ @try2golf @ejwwest @TWTThisIsNow @Tragiicomedy @covid_parent @Canadianworker2 @IanDJbrown2 @Narvuntien @dan613 @Boeing74 @organicdot @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian @DaveJohn0175 @TheDisproof Which is the only system in place and which shows a dramatic increase. We have gone over this several times.
319,Tue Nov 30 23:58:20 +0000 2021,1465832602342871040,1,"@palmbeachpink …but weren’t sure how to interfere due to COVID being introduced. So they stated that they kept their distance but were following her the entire time. With that amount of money and resources, it would make sense that she would flee or like you said, thought she was above the law"
320,Tue Nov 30 23:58:20 +0000 2021,1465832600392634371,0,@RandPaul What was that about natural immunity vs vaccination? https://t.co/6LHmnYesxz https://t.co/fbjV5BWNaP
321,Tue Nov 30 23:58:19 +0000 2021,1465832595850153988,1,@zzyzyvasmay @cryptotweakin @QuincysKingdom @BostonBedelia @ashishkjha I'm immunocompromised and have 3 shots Moderna and mask up!
322,Tue Nov 30 23:58:18 +0000 2021,1465832593602097155,0,@NYCMayorsOffice @NYCSchools @NYCMayor @NYCHealthCommr The Occupational Safety and Health Administration (OSHA) is abiding by a court order and suspending enforcement of the Biden administration's COVID-19 vaccine mandate on large private businesses.
323,Tue Nov 30 23:58:18 +0000 2021,1465832592893165570,1,"Stricter coronavirus #COVID19 testing to be required for all entering US, including returning Americans, amid #omicron variant worries, @washingtonpost rpts: https://t.co/wfr2JMNqcG #travel"
324,Tue Nov 30 23:58:18 +0000 2021,1465832591970512903,0,(CMR) The Cayman Islands Cadet Corps (CICC) was honored for its work during COVID-19 and recent tropical storms at a medal presentation ceremony at Government House.  https://t.co/ky4BtSTJzJ https://t.co/sJBkTDmtEg
325,Tue Nov 30 23:58:18 +0000 2021,1465832591290945536,0,I need to buy these plane tickets but this new variant gotta chill 😩  And my coworker just took his babies to Florida now they both have Covid 😢 I’m nervous af
326,Tue Nov 30 23:58:18 +0000 2021,1465832591181979648,0,Vaccine Cult Exposed by Government’s Own Data: More than 50% of ALL Vaccine Adverse Reactions Reported for Past 30+ Years Have Occurred in Past 11 Months Following COVID-19 Shots @Dan__Stevens @jordanbpeterson @TheQuartering @Seekthetruth101 @GBNEWS  https://t.co/qZllxcbxbQ
327,Tue Nov 30 23:58:17 +0000 2021,1465832589772529672,0,"Amazon hid nearly 20,000 COVID cases among its employees from federal regulators.  Amazon identified nearly 20,000 COVID cases, but reported only 27 cases of “respiratory conditions” to OSHA.  #Amazon #AndyJassy #JeffBezos #Bezos #AmazonJobs #AmazonWorkers https://t.co/OMf3MJcB7U"
328,Tue Nov 30 23:58:17 +0000 2021,1465832589055328259,0,@itskingsupreme @GirlNxDoor All NFL coaches are required to get vaccinated. Only 2 Cowboys players were unvaccinated. A total of 12-15 vaccinated players and coaches have gotten covid since training camp.
329,Tue Nov 30 23:58:17 +0000 2021,1465832588329861124,0,Nothing about covid 🙄. Check out Merv's video! #TikTok https://t.co/J9wcKZljCS
330,Tue Nov 30 23:58:17 +0000 2021,1465832587923013635,0,"As countries around the world scramble to impose travel bans to stem the spread of the Omicron coronavirus variant, China remains outwardly calm -- at least for now https://t.co/s1uuAJrFUe"
331,Tue Nov 30 23:58:17 +0000 2021,1465832587033780224,0,@ratiowizard @LizNYC13 @CDCgov There are extremely strong safety signals in VAERS for the flu and especially the covid vaccines that anyone can verify. Did i send you the link about 5% of lot numbers causing 100% of deaths? Why is this not the TOP NEWS?
332,Tue Nov 30 23:58:16 +0000 2021,1465832585511124993,0,Between the Cowboys having Covid issues lately and now Bron…..🤦🏾‍♀️
333,Tue Nov 30 23:58:16 +0000 2021,1465832584886300674,0,@RonDuguay10 I got flu and covid (moderna) booster same day. Minor sore arms. First 2 covid were pfizer
334,Tue Nov 30 23:58:16 +0000 2021,1465832584680722445,1,I'm raising money for Julie and Jadyn. They loss their husband and father due to COVID. #GivingTuesday  Click to Donate:  https://t.co/rXxAb0Dhb9 #GoFundMe
335,Tue Nov 30 23:58:15 +0000 2021,1465832581606166528,0,Covid? 😥
336,Tue Nov 30 23:58:15 +0000 2021,1465832579966320640,0,"@SouthwestAir I wanna not die from COVID, thanks. https://t.co/m2pVTNY0jJ"
337,Tue Nov 30 23:58:15 +0000 2021,1465832578095583236,0,"Why is it that the media ignores the fact that the infection rate is low and the ""director of the National Institutes of Health"" refuses to answer why? https://t.co/QkYoMEHYiJ"
338,Tue Nov 30 23:58:15 +0000 2021,1465832577663705094,0,#breaking A judge ruled that the federal government cannot enforce their Covid-19 vaccine mandate for healthcare workers.  https://t.co/3DXl8PHpaj
339,Tue Nov 30 23:58:14 +0000 2021,1465832577487486984,4,O-micron … as in very small .. is clearly a real coronavirus .. A COMMON COLD!!!!!!!!!! https://t.co/3pWOAUGShr
340,Tue Nov 30 23:58:14 +0000 2021,1465832577344757765,0,Defense Secretary Lloyd Austin wrote a memo on Tuesday ordering all National Guard and Reserve service members to be vaccinated against COVID-19 or face loss of pay.  Overnight Defense &amp; National Security — Austin mandates vaccine for Guardsmen https://t.co/aaNvxFXhl6
341,Tue Nov 30 23:58:14 +0000 2021,1465832576661147651,0,"Florida, the state with the lowest infection rate in the nation, is the most corona-open state in the nation, with no lockdowns, no masks, open schools, and sanctions against companies that mandate vaccines. https://t.co/9U8bJ22f2c"
342,Tue Nov 30 23:58:14 +0000 2021,1465832575675494401,30,It's taken me nearly 2 years into covid to realize that the only reason I've felt so much more confident about my looks lately is because I despise the entire bottom half of my face and now I never have to see it when I go out anymore HAHAHAHA rip 💀
343,Tue Nov 30 23:58:14 +0000 2021,1465832574610132998,0,@_JasonLT Not with LeBron going into Covid protocol
344,Tue Nov 30 23:58:14 +0000 2021,1465832574073327620,0,@Saidaioujou New COVID name dropped.
345,Tue Nov 30 23:58:13 +0000 2021,1465832572567449602,2,WATCH LIVE - Covid-19 Response Minister Chris Hipkins and Director General of Health Ashley Bloomfield are providing an update.  https://t.co/4qK12drNs3
346,Tue Nov 30 23:58:13 +0000 2021,1465832571972034565,0,"@FaceTheNation VINEET MENACHERY, the chimeric virus designer in the collaborated paper, ""We chose a mouse-adapted strain for the backbone  and what surprised us was that the SARS-like CoV spikes, WIV1 and SHC014, which were isolated from bats, caused robust disease.""https://t.co/KuZ6ynMgUk"
347,Tue Nov 30 23:58:13 +0000 2021,1465832571149991936,1,"@MaryLuke114 @Laracapybara @chennux @StereotypGasman Despite the delusions of Nazi idiots, the vaccines do not pose a risk of stroke or heart attack. But you know what does? COVID-19. It also has a risk of long term heart and lung damage."
348,Tue Nov 30 23:58:11 +0000 2021,1465832563881254915,0,So the mayor of the biggest city in british colonial 🇨🇦 plans to open the city in the middle of winter 2022. Clearly no thought in the rising covid cases and does not have the resources needed to deal with a rising influx of cases. 🤔😖😣#coronavirus
349,Tue Nov 30 23:58:11 +0000 2021,1465832563788947463,0,"@Hellzapop_in @seangayner @Corran9John @bella_scozia @gallesearoma Ahh right you didn’t specify-flu wasn’t killing or infecting at the rate Covid is, or leaving people with disabilities which can impact the rest of their lives. I’ve had Covid,2 jabs and a booster and I have worn  a mask since day one -you know protecting people and all that 🙂"
350,Tue Nov 30 23:58:11 +0000 2021,1465832563772067846,5,thought i had covid but turns out my nasal pathways were just inflamed because i hit isaac's juul too many times on saturday
351,Tue Nov 30 23:58:11 +0000 2021,1465832563457593346,0,After all that time he worked and exposing himself during his COVID battle. What a sad way to go out https://t.co/peVbZZTV7o
352,Tue Nov 30 23:58:11 +0000 2021,1465832562354540548,0,Omicron was in Netherlands before South Africa raised alarm about new coronavirus variant – The Washington Post https://t.co/kzdzfGcdqV
353,Tue Nov 30 23:58:11 +0000 2021,1465832561737977859,2,Nearly 50k Medicare patients died soon after getting COVID shot: whistleblower https://t.co/wa1sKeuE8E
354,Tue Nov 30 23:58:10 +0000 2021,1465832560093761537,46,"There needs to be accountability for the folks who blew the Covid response. From Trump, to pence, to Kushner on down. It was the greatest national security and public health failure in American history. And we need justice to heal and honor the lost."
355,Tue Nov 30 23:58:10 +0000 2021,1465832559191941125,2,"@El_Phourteen Losing on the court &amp; to Covid smh, pick a struggle."
356,Tue Nov 30 23:58:10 +0000 2021,1465832557874868224,1,"I'll bite: Looks like the Biden administration is careful to refer to it as ""the Omicron variant, which is spreading through Southern Africa"". Which is a far cry from describing it strictly in terms of a particular geography or people. https://t.co/IS8s6sBMEE https://t.co/Fj5zdAI2PX"
357,Tue Nov 30 23:58:09 +0000 2021,1465832555308109827,0,My king said we not resting during covid season. https://t.co/ygkZSvyfjU
358,Tue Nov 30 23:58:09 +0000 2021,1465832555219808256,1,@AperehamL @EthanHBellamy Coughs*** just about every eye doctor noticed the uptick last year. ***Coughs again. Way more people have had COVID than the official estimates. We are almost over this thing.
359,Tue Nov 30 23:58:09 +0000 2021,1465832554355838977,0,#worldnews 'Multiple' people escape from Howard Springs COVID-19 quarantine facility near Darwin https://t.co/zWJirJwpjq
360,Tue Nov 30 23:58:09 +0000 2021,1465832554162839558,0,@ExcisionSupport @dreographic @Excision @KaiWachiMusic @diontimmermusic @eliminatemusic @calciumdubs @rayvolpe @JessicaAudifred @BendaMusic @AweminusDub @OfficialAhee @FransisDerelle @frontgatetix Why does it say in more than one place online that their accepting negative Covid tests. https://t.co/c7m8HQm2iF
361,Tue Nov 30 23:58:08 +0000 2021,1465832551348523013,2,"The Wellcome Trust &amp; COVID-19: What You’re Not Being Told - There is more than meets the eye to the world’s richest medical research foundation, the Wellcome Trust—a UK nonprofit with ties to global corruption throughout the COVID-19 crisis. (https://t.co/Mkq1x4QxEG"
362,Tue Nov 30 23:58:08 +0000 2021,1465832550941827075,0,"Further, they regularly don't accept award certificates so rather than be able to stay at Hyatt when covid numbers are down, they are forcing ppl like me to stay at their hotel during busy period."
363,Tue Nov 30 23:58:08 +0000 2021,1465832550455291907,0,Illinois family credits Ivermectin with saving life of father hospitalized with COVID-19 https://t.co/86aqqRNTPX
364,Tue Nov 30 23:58:08 +0000 2021,1465832550333485061,0,'Multiple' people escape from Howard Springs COVID-19 quarantine facility near Darwin https://t.co/EmrqKbqt4L https://t.co/UkoYl26E3m
365,Tue Nov 30 23:58:08 +0000 2021,1465832549989728256,1,Covid https://t.co/V9yfRiDqJE
366,Tue Nov 30 23:58:08 +0000 2021,1465832549930909697,1,VIDEO: Biden Stresses Vaccines In Response To Omicron Variant Despite First Four Cases Being Recorded In Vaccinated Individuals   https://t.co/o8bvbEVamP   #COVID19 #coronavirus #vaccines #omicron
367,Tue Nov 30 23:58:07 +0000 2021,1465832547787718674,1,"@daniq000 @GUNKLE2 @philip_hunn And if your in hospital with Covid your not consuming, if you die of complications of Covid the last business to thrive on your behalf is the funeral directors, after that you don’t contribute to the economy anymore, I’d rather live and carry on consuming"
368,Tue Nov 30 23:58:07 +0000 2021,1465832547758260228,0,"@ChadHawley9 @SemisarcasticDp @Breaking911 My dad died in Sept from COVID. I took care of him while he was sick. My sister and I. I never got it. My sister tested positive but never got sick. My unvaxxed brother gave it to my dad. So, I've seen it up close and personal.   I appreciate the civil discussion. Thank you."
369,Tue Nov 30 23:58:07 +0000 2021,1465832546202263553,2,"@aussiedadbod @matthewdmarsden I'm sure even Texas having 36 times as many Covid deaths as Australia won't budge Matthew's opinion one iota, since he appears thoroughly immune to logic."
370,Tue Nov 30 23:58:07 +0000 2021,1465832545178697731,3,@HBattlebot Yay! I've had my Moderna booster. Absolutely still wear a mask.  Hope you don't have any issues w/ side effects!
371,Tue Nov 30 23:58:06 +0000 2021,1465832543614210049,0,"Humana: Value-based contracts led to better care, outcomes during COVID-19 https://t.co/3ZC7T2KOpG https://t.co/pHSkfk8JFc"
372,Tue Nov 30 23:58:06 +0000 2021,1465832543245242371,0,Greece to mandate COVID-19 vaccine for anyone over the age of 60   https://t.co/nLiSSqtxXR
373,Tue Nov 30 23:58:06 +0000 2021,1465832541064245253,2,"I thought Omarion had new music out, but it’s just the new covid strain."
374,Tue Nov 30 23:58:05 +0000 2021,1465832536119070724,6,Kids and parents at Kimball Elementary School expected a COVID-19 shot Tuesday and left with the vaccination and sticker from former President @BarackObama and @NIH Dr. Anthony Fauci. https://t.co/d4YQaDxJPI
375,Tue Nov 30 23:58:04 +0000 2021,1465832534734946308,1,@RandPaul @GeraldoRivera @HHSGov @DHSgov @CDCgov @US_FDA @wef @IMFNews @ScottMorrisonMP @RepMTG @TheJordanRachel @Jim_Jordan @MarkMeadows @jack @Meta @SenFeinstein @ericswalwell Just the fking facts. The covid scam https://t.co/nqx6GGxJvh
376,Tue Nov 30 23:58:04 +0000 2021,1465832533946351616,1,"@zeetubes @richykirsh @ogilville1 @alisonpalk @SultaneAlexand1 @kevinault @paco7320 @satekor @mcfunny @sammy44231 @J_EmpyreanGoals @JimeeLiberty @tenebra99 @Sara4843 @deralteGaukler @janem1276 @doom37455413 @raouldukeerik @AndrewLazarus4 @PaulDesmoParker @handmadekathy @namagoy @Tony__Heller @provaxtexan @Monstercoyliar @andylumm @_mamadeb @rpagano697 @kath2cats @Kathmarval @Fannyi5 @sailor_man_dan @TechARP @SkepticalMutant @runhack @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @MsTrixter @DevoDalek @FactPhily @JamesLynchGTC @quintic @SoupTomatoSoup @WorldFullofJunk @andnowsheisnot @TyotoRiffle @pandemichoax21 @sasha13043803 “380 trillion viruses.” Sure.  I probably have quite a number of viruses in my body. Many are incorporated into my genome, can’t do much about them except the varicella. However, none are as significant risk to my health as SARS-CoV-2."
377,Tue Nov 30 23:58:04 +0000 2021,1465832533170417665,3,Arizona and 11 other states were granted a nationwide injunction Tuesday in a lawsuit against President Joe Biden’s COVID-19 vaccine mandate for certain health care workers. https://t.co/duoPZ6aMBa
378,Tue Nov 30 23:58:03 +0000 2021,1465832531127848964,2,"Watch the slight of hand. Every jab is being banned for something, somewhere except Pfizer. 👍 https://t.co/rzQO8xURNX"
379,Tue Nov 30 23:58:03 +0000 2021,1465832530645594120,13,The bye week may have come at an even better time than the Green Bay Packers thought. https://t.co/BTYnuiSHlZ
380,Tue Nov 30 23:58:03 +0000 2021,1465832530485997572,1,Total Confirmed Covid Cases by County For KY   2021-11-29:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #globalhealth https://t.co/yhbIjggyU3
381,Tue Nov 30 23:58:03 +0000 2021,1465832528896483328,0,So he has COVID probably? https://t.co/uaZUvzwvYD
382,Tue Nov 30 23:58:03 +0000 2021,1465832528552636416,0,As a result the Autobots in the decepticons have decided to have Earth as their final battleground for the ultimate battle since Earth is merging with omicron! As a result the CDC in the world health organizations have changed the covid mutations into transformations!
383,Tue Nov 30 23:58:03 +0000 2021,1465832527881457679,0,"Cases: 262,699,410 (+12,065)  Deaths: 5,214,403 (+172)  Recovered: 0 (+0)  Active Cases: 262,699,410 (100%) Completed Cases: 5,214,403 (1.98%) Mortality Rate: 1.98% (No Change) Case Fatality Rate: 100.00% (No Change)  #COVID19 #Coronavirus #StayHome"
384,Tue Nov 30 23:58:03 +0000 2021,1465832527696957443,0,#TheNine  What is the common denominator ppl?    COVID Cases Are Surging in the Five Most Vaccinated States https://t.co/oeW9HkiP4c
385,Tue Nov 30 23:58:02 +0000 2021,1465832526405152782,0,"@pamflem97131071 @ShakeTheCensor @JoelCraig1 @S0l0tango @IrvinStudin When did your “bodily autonomy” argument start, Pam? I don’t see anything about it pre Covid."
386,Tue Nov 30 23:58:02 +0000 2021,1465832524874231808,0,@Dewy743 @alzuke9 @washingtonpost Lockdown and the vaccines are not the same thing.  Plus canada is the perfect example to show vaccines and lockdown work. Look at the situation Alberta and Sask were dealing with because of low vaccination.   Since vaccination those states are the red states equivalent.
